SK_ID_CURR,TARGET
102475,0.06110065
102476,0.089197356
102506,0.115475613
102509,0.037576081
102519,0.050000754
102522,0.08782313
102545,0.047433187
102549,0.060707108
102562,0.023458925
102563,0.02610995
102568,0.111101517
102582,0.077559621
102592,0.035953497
102597,0.159192107
102605,0.048599293
102614,0.043182391
102617,0.117342386
102634,0.112206779
102652,0.028122806
102655,0.029675414
102671,0.070776678
102694,0.164436523
102701,0.062662929
102703,0.022507989
102704,0.022877512
102713,0.051989339
102720,0.184164122
102731,0.040791083
102733,0.04861124
102749,0.046726578
102755,0.052571892
102763,0.048982845
102770,0.078472437
102772,0.09705011
102799,0.169618343
102838,0.030500831
102854,0.050148513
102862,0.081415428
102863,0.039755114
102867,0.033614333
102868,0.031455684
102878,0.078264981
102887,0.075789039
102898,0.212203602
102904,0.085345934
102912,0.08271945
102919,0.02506603
102927,0.080063991
102932,0.065285072
102933,0.123955354
102935,0.034136893
102958,0.058084253
102969,0.146189424
102971,0.031282312
102975,0.031674809
102979,0.068523607
102982,0.033606833
102987,0.179491914
102989,0.067705633
102995,0.075683986
102996,0.077550824
103000,0.061957298
103001,0.082883551
103004,0.065358698
103010,0.032666932
103025,0.156277538
103029,0.082659285
103046,0.072506958
103056,0.051231503
103062,0.109927662
103078,0.044268448
103083,0.032814759
103092,0.056236685
103096,0.07432108
103097,0.202173215
103102,0.131783043
103112,0.110280262
103132,0.054070491
103144,0.113827755
103145,0.066006344
103146,0.055982166
103147,0.112891881
103158,0.028569309
103171,0.090564876
103173,0.052439149
103184,0.052107191
103195,0.170011508
103196,0.048810618
103206,0.051290841
103230,0.146894472
103231,0.20117685
103232,0.050137358
103239,0.103071681
103240,0.132561053
103243,0.057477074
103252,0.109757522
103258,0.054574243
103259,0.167956903
103279,0.043682949
103280,0.018158986
103286,0.032528517
103287,0.3893657
103290,0.037542309
103298,0.042175064
103315,0.03100243
103319,0.045284953
103334,0.082869649
103336,0.107378994
103345,0.036513742
103368,0.029967728
103371,0.186228206
103377,0.06945474
103398,0.026542759
103404,0.055279861
103408,0.242351468
103410,0.072421242
103418,0.030423173
103420,0.189764267
103432,0.090723205
103433,0.028081585
103436,0.028471201
103440,0.050431226
103453,0.05488013
103459,0.102990311
103460,0.032728076
103461,0.033486663
103462,0.056707656
103473,0.12386653
103474,0.032313323
103475,0.234331889
103478,0.123974772
103480,0.116578372
103484,0.025232848
103494,0.078833711
103513,0.126551808
103515,0.070725473
103516,0.250206495
103525,0.123312271
103541,0.178351316
103544,0.030432704
103562,0.233990746
103570,0.302440658
103572,0.139442641
103574,0.023173896
103575,0.05013482
103591,0.103642158
103594,0.054029684
103609,0.049794085
103613,0.077213749
103614,0.052663958
103615,0.083383154
103624,0.066693925
103625,0.282933454
103628,0.205192969
103629,0.03129533
103647,0.051899782
103648,0.07127912
103651,0.055010302
103658,0.034055058
103668,0.070219096
103669,0.048030956
103676,0.060411193
103682,0.066102149
103683,0.066067937
103689,0.033652468
103725,0.050849223
103733,0.180779242
103744,0.031762082
103762,0.08713516
103771,0.238311768
103773,0.022889448
103783,0.085526662
103784,0.066666932
103808,0.019979194
103812,0.063297982
103813,0.147274874
103814,0.080224674
103818,0.201377298
103824,0.045550571
103828,0.02265254
103830,0.30190013
103840,0.023247987
103842,0.103462324
103847,0.165789531
103848,0.087102559
103851,0.029214938
103854,0.139227733
103857,0.145686161
103861,0.022154196
103862,0.118239524
103865,0.07396644
103870,0.027677233
103876,0.046256349
103891,0.287033492
103908,0.078969627
103914,0.078270915
103918,0.055474175
103940,0.045460252
103963,0.118634068
103966,0.122437037
103971,0.110594144
103980,0.111684703
103984,0.084151788
103985,0.060751833
103998,0.283349726
104019,0.023728451
104026,0.055268707
104035,0.102084571
104044,0.081331574
104045,0.062091829
104047,0.237382696
104051,0.031849713
104058,0.060564858
104063,0.026966019
104066,0.151083343
104087,0.027957515
104089,0.053282209
104095,0.05140455
104098,0.137583173
104104,0.030265017
104110,0.335963313
104120,0.157003779
104122,0.027219484
104131,0.044857493
104132,0.081185517
104135,0.040037636
104136,0.038076426
104149,0.072028962
104150,0.038426011
104156,0.225925732
104165,0.082217122
104175,0.043311535
104179,0.067660357
104184,0.159780918
104206,0.027657968
104216,0.245857971
104230,0.164820501
104257,0.040233117
104272,0.039677947
104273,0.095273051
104278,0.03041444
104294,0.10670304
104295,0.049137801
104297,0.049775107
104298,0.07502251
104308,0.066646949
104318,0.037414215
104319,0.059273969
104320,0.091670717
104327,0.097321742
104334,0.076597204
104344,0.076427245
104350,0.038561834
104351,0.155142876
104354,0.052386667
104369,0.131206888
104376,0.08129617
104381,0.031271322
104384,0.054337375
104391,0.036086296
104394,0.032854177
104398,0.169683146
104402,0.027454791
104408,0.079133578
104409,0.029354067
104410,0.168958094
104412,0.069199586
104417,0.137174446
104424,0.087496078
104426,0.043090278
104435,0.057976494
104445,0.053633174
104458,0.022437099
104460,0.051553367
104466,0.045924379
104472,0.11780659
104473,0.162893181
104479,0.023576706
104480,0.030957339
104482,0.119928238
104499,0.030662854
104501,0.021812712
104502,0.04391199
104506,0.078863785
104510,0.020322578
104512,0.097632297
104520,0.140812064
104528,0.088842708
104529,0.028922267
104541,0.047169391
104578,0.037298985
104584,0.117438993
104588,0.09903575
104602,0.102546044
104610,0.022547039
104611,0.11898388
104618,0.085256108
104620,0.04433982
104622,0.037283408
104624,0.062619839
104625,0.089939969
104634,0.127426974
104639,0.067076338
104646,0.037594507
104647,0.050000436
104652,0.035645449
104670,0.083059128
104677,0.051193242
104685,0.131439772
104691,0.050625396
104696,0.103303644
104699,0.022765253
104712,0.105329078
104714,0.041966937
104717,0.062427728
104718,0.028929945
104740,0.080563247
104741,0.051855682
104743,0.023264995
104744,0.049475216
104747,0.100498688
104767,0.051122833
104772,0.261312136
104776,0.187983224
104779,0.029818283
104814,0.038827456
104815,0.063838658
104830,0.102688069
104831,0.129512347
104833,0.115561243
104839,0.035428028
104840,0.058323728
104860,0.095721547
104861,0.062694405
104866,0.064069926
104870,0.030421058
104877,0.059547243
104878,0.022976896
104879,0.0413375
104880,0.053816212
104899,0.056810745
104906,0.05261594
104907,0.094881753
104913,0.095724
104916,0.067822567
104921,0.085855654
104930,0.050214504
104931,0.214937175
104936,0.048337531
104937,0.053710906
104942,0.050046759
104943,0.048270658
104969,0.089701958
104972,0.20653888
104988,0.089586807
105013,0.045559266
105015,0.02757689
105019,0.04931142
105027,0.04827228
105030,0.068230939
105035,0.274448969
105041,0.027554743
105051,0.109584258
105056,0.047235287
105067,0.416246343
105071,0.075981367
105072,0.031842499
105074,0.115947036
105091,0.067608764
105101,0.038602445
105103,0.047114709
105134,0.044075489
105139,0.037729533
105142,0.120291504
105146,0.046098068
105163,0.056595421
105168,0.095114108
105172,0.032396445
105176,0.372364116
105195,0.052401784
105196,0.16036765
105197,0.020592412
105203,0.051183068
105223,0.110531256
105227,0.111358731
105228,0.027967483
105230,0.137001106
105231,0.147747771
105239,0.047559272
105242,0.082661921
105244,0.060545217
105245,0.067334654
105248,0.040959466
105249,0.060939664
105266,0.148136749
105271,0.210705563
105276,0.064940233
105282,0.043592582
105292,0.110905976
105297,0.020716661
105332,0.097185722
105333,0.058719491
105343,0.048186231
105344,0.080220233
105345,0.099931638
105357,0.056298879
105359,0.049256525
105366,0.059813703
105367,0.082072596
105370,0.030122562
105377,0.058388429
105390,0.077449349
105399,0.032927047
105403,0.074744914
105404,0.062237822
105414,0.033020155
105417,0.068238303
105425,0.169579393
105452,0.155879116
105454,0.102231059
105456,0.089405779
105470,0.048690427
105471,0.04178115
105483,0.153871829
105493,0.094178597
105508,0.129980847
105514,0.050382377
105515,0.02325191
105528,0.212433197
105529,0.029497113
105531,0.077585058
105532,0.086985999
105558,0.021318741
105574,0.029258332
105578,0.024366401
105584,0.261565526
105595,0.083633624
105617,0.119627773
105618,0.05526546
105621,0.052403394
105625,0.072553481
105629,0.073203575
105630,0.020390135
105634,0.031142587
105635,0.025841318
105641,0.076601034
105647,0.099674349
105648,0.076499049
105655,0.038793874
105657,0.04099399
105672,0.084964274
105678,0.16276592
105682,0.093923495
105691,0.051698968
105692,0.032455074
105706,0.082109324
105712,0.049050739
105720,0.061416392
105734,0.02589222
105735,0.038681139
105736,0.13930027
105737,0.031522674
105738,0.114298848
105740,0.175266912
105744,0.066500263
105747,0.055936015
105749,0.169170819
105754,0.048280373
105758,0.057238705
105760,0.080795542
105767,0.123751441
105784,0.173778312
105791,0.035915549
105802,0.160887151
105807,0.18075353
105809,0.050645339
105816,0.036402136
105817,0.04224404
105824,0.132576108
105832,0.079366353
105856,0.045170564
105865,0.032457265
105899,0.168119127
105906,0.032264481
105916,0.051176105
105923,0.063563794
105937,0.092211379
105965,0.02140794
105966,0.093291943
105968,0.115458521
105973,0.043799223
105976,0.123834741
105978,0.039302509
105979,0.047927545
105991,0.123126456
105998,0.139453567
105999,0.068743932
106000,0.182010093
106001,0.070008573
106010,0.078467539
106011,0.081676679
106013,0.173000232
106015,0.037501086
106026,0.024757845
106032,0.064113977
106035,0.28772142
106040,0.052284083
106041,0.143026179
106044,0.026080126
106053,0.244038119
106054,0.041577299
106065,0.179896229
106081,0.052732896
106083,0.058114061
106087,0.025761977
106090,0.086940576
106101,0.056607652
106102,0.058924649
106109,0.066090182
106116,0.068566791
106150,0.028127399
106155,0.142677482
106166,0.039599676
106176,0.11045596
106189,0.033922877
106199,0.111327793
106205,0.10054694
106206,0.101432694
106211,0.05665209
106214,0.038175964
106216,0.052892466
106217,0.059821716
106225,0.050882475
106249,0.038234575
106256,0.075886759
106258,0.044801732
106261,0.05363321
106262,0.138777151
106264,0.028929871
106271,0.035568535
106276,0.035709463
106277,0.09990638
106286,0.092437216
106293,0.036445862
106295,0.05931655
106296,0.049608167
106297,0.120545357
106298,0.04816881
106311,0.029728797
106314,0.109738747
106320,0.06545375
106334,0.082672831
106346,0.124981715
106347,0.024372888
106349,0.052277314
106354,0.058533035
106360,0.040970223
106373,0.116130446
106377,0.086364052
106386,0.159065838
106387,0.066067827
106391,0.024509114
106401,0.192689838
106411,0.124763272
106413,0.26347913
106426,0.093994528
106427,0.058768224
106428,0.100776711
106434,0.049105071
106438,0.075660549
106440,0.06106792
106441,0.046956165
106452,0.105367633
106453,0.09058928
106454,0.066391623
106457,0.108899654
106484,0.04255418
106488,0.124830195
106491,0.1412356
106514,0.134647264
106527,0.131503631
106528,0.067014462
106529,0.016773828
106534,0.101244951
106550,0.199299291
106577,0.077735751
106585,0.103850588
106590,0.023132954
106607,0.036756017
106610,0.08064894
106611,0.056351427
106612,0.061596765
106624,0.060493578
106631,0.027838966
106647,0.274459909
106660,0.132720483
106674,0.0434973
106687,0.063131307
106712,0.052971076
106713,0.052016502
106717,0.064993035
106720,0.099986896
106721,0.09708145
106724,0.03886628
106735,0.128011378
106739,0.076979461
106740,0.066793156
106754,0.093203947
106760,0.265042432
106761,0.077951744
106784,0.103075607
106787,0.063247233
106797,0.030907634
106798,0.073287724
106802,0.139739144
106803,0.081068465
106804,0.222417548
106805,0.036092213
106810,0.100619919
106812,0.136700695
106813,0.077374477
106817,0.116130536
106822,0.048058134
106823,0.045642797
106827,0.030922881
106841,0.092615915
106851,0.236667363
106852,0.069359809
106853,0.167593451
106854,0.355146143
106861,0.047695104
106873,0.064717912
106877,0.044748408
106878,0.033355682
106881,0.075611167
106900,0.024637631
106906,0.041427488
106907,0.128632702
106914,0.168518499
106916,0.058937586
106924,0.042506461
106931,0.037893503
106936,0.140165498
106937,0.109502751
106938,0.040488472
106939,0.070790003
106943,0.098867856
106944,0.150466205
106967,0.070903911
106980,0.063732412
106986,0.061348051
106987,0.036681953
106990,0.040371451
107013,0.030289029
107023,0.05696777
107033,0.044804939
107037,0.12817535
107048,0.049656361
107071,0.036295147
107081,0.022047216
107113,0.100162632
107130,0.059160744
107131,0.04083126
107145,0.155851603
107156,0.088335265
107219,0.11320295
107222,0.093450036
107223,0.339283575
107232,0.089497868
107245,0.096560449
107246,0.036951722
107247,0.083528729
107256,0.016468741
107259,0.025798913
107260,0.023989102
107279,0.156052176
107280,0.047527037
107281,0.04506327
107285,0.035347622
107329,0.040706524
107337,0.187614066
107349,0.059143104
107350,0.03494786
107351,0.026826118
107359,0.169512504
107391,0.164352516
107394,0.052996331
107395,0.036244127
107406,0.054235194
107416,0.093083756
107417,0.040320694
107418,0.0567818
107419,0.040518364
107444,0.02449548
107445,0.052245991
107446,0.097817752
107460,0.097372388
107470,0.040336927
107475,0.069130606
107520,0.030732135
107526,0.081871427
107527,0.023975559
107530,0.026128668
107532,0.108272001
107534,0.10323206
107535,0.115581843
107554,0.186863509
107556,0.037838959
107559,0.12300851
107561,0.027753492
107564,0.150288571
107566,0.043258892
107571,0.049355786
107590,0.14429447
107602,0.092165384
107625,0.072561764
107626,0.312118833
107635,0.023999264
107636,0.080608682
107645,0.064906844
107652,0.201438479
107655,0.034509351
107668,0.053743963
107670,0.055012212
107677,0.019954998
107680,0.143657715
107683,0.177422914
107684,0.022282666
107691,0.051538816
107692,0.070873482
107703,0.048482071
107709,0.026401093
107710,0.157403979
107721,0.258634017
107725,0.103506074
107727,0.066885268
107739,0.02396119
107740,0.102324851
107741,0.087646458
107747,0.028208557
107765,0.333258737
107768,0.025346919
107775,0.140061443
107782,0.268689988
107790,0.061989651
107801,0.052557089
107807,0.042713914
107811,0.063380848
107817,0.067320922
107826,0.036342344
107838,0.113500407
107839,0.045765448
107843,0.092673455
107847,0.1134394
107849,0.160019048
107850,0.091716833
107867,0.128220295
107871,0.086791708
107908,0.0369655
107913,0.092472758
107927,0.05247258
107931,0.077234209
107955,0.032203332
107962,0.10522113
107977,0.056972614
107978,0.089323951
107993,0.039798873
108010,0.113840837
108016,0.051432903
108018,0.274183524
108027,0.116950061
108045,0.195439216
108069,0.164894884
108082,0.048627783
108089,0.091630526
108092,0.025774575
108106,0.03490585
108112,0.069222762
108120,0.118010798
108122,0.230866614
108135,0.076297399
108170,0.02968235
108171,0.068034459
108177,0.029125979
108180,0.074759013
108183,0.048587509
108184,0.062632983
108185,0.065044208
108192,0.073215701
108195,0.161154917
108196,0.08943102
108218,0.027665538
108219,0.156108218
108243,0.123310886
108249,0.023905948
108251,0.025153953
108274,0.049447116
108280,0.41496467
108289,0.047974849
108292,0.053618454
108295,0.037808032
108327,0.032713315
108332,0.052969172
108346,0.057764763
108349,0.137178281
108353,0.107043903
108362,0.048570991
108363,0.029375833
108377,0.332403393
108378,0.132605253
108381,0.020977476
108383,0.093222781
108390,0.059541058
108407,0.037771049
108408,0.037666329
108411,0.046812019
108412,0.042080152
108419,0.067093782
108436,0.275235807
108437,0.148188612
108438,0.045313661
108441,0.049799826
108448,0.029637935
108449,0.05126117
108466,0.044646431
108467,0.177922626
108473,0.071633576
108474,0.06114848
108476,0.051522084
108479,0.028338096
108486,0.019189397
108493,0.041670816
108501,0.0339365
108506,0.188932995
108510,0.086442868
108511,0.074738451
108514,0.061388446
108517,0.031878537
108519,0.120991484
108522,0.019361978
108548,0.166336117
108554,0.086443966
108555,0.135322244
108559,0.049602321
108562,0.048222008
108571,0.045093855
108572,0.048438935
108579,0.063567105
108583,0.02337419
108584,0.039433475
108592,0.048036125
108602,0.029882569
108609,0.042297205
108613,0.103580229
108616,0.098058498
108618,0.070309767
108620,0.031576382
108643,0.032188713
108649,0.035684807
108654,0.066263082
108655,0.023995426
108656,0.053061906
108667,0.049943278
108668,0.106486697
108682,0.092748989
108690,0.098901151
108691,0.101248766
108692,0.126329167
108695,0.075860031
108699,0.058983125
108710,0.111275128
108718,0.172129225
108739,0.167560606
108740,0.027668205
108741,0.021616887
108742,0.143476367
108763,0.029567336
108767,0.146851348
108769,0.173547767
108779,0.205748546
108788,0.042548578
108801,0.05021105
108802,0.048846639
108810,0.06549763
108811,0.030635214
108813,0.025725062
108814,0.09080536
108825,0.053173234
108826,0.161695074
108830,0.106426964
108834,0.035408054
108852,0.043850581
108887,0.11136966
108901,0.145276837
108908,0.030248309
108910,0.099192985
108920,0.052462556
108922,0.055692651
108929,0.140666849
108930,0.06945955
108937,0.156491768
108938,0.039920195
108943,0.078655643
108948,0.029373396
108953,0.056621024
108956,0.107475162
108965,0.059026024
108985,0.189713669
108986,0.092894868
108987,0.051098021
108990,0.028964838
108991,0.105535147
108993,0.159490059
109000,0.09205743
109001,0.118143663
109012,0.284345064
109014,0.066220774
109015,0.077287267
109021,0.041865823
109037,0.058337916
109042,0.121932621
109044,0.059082511
109046,0.347693728
109064,0.023221
109084,0.069916371
109086,0.059075154
109092,0.018605096
109093,0.132914064
109100,0.116876272
109101,0.023093822
109110,0.041764052
109114,0.123743573
109126,0.182092837
109152,0.039459222
109162,0.086692176
109167,0.04579748
109168,0.095237994
109169,0.028374914
109179,0.066190338
109184,0.077480322
109191,0.131220313
109192,0.043689035
109193,0.028716972
109196,0.07427979
109206,0.129122815
109210,0.023263467
109244,0.166181182
109249,0.050803327
109273,0.027226093
109276,0.173446952
109281,0.038462283
109287,0.042514972
109297,0.164464945
109298,0.045817534
109306,0.038703771
109309,0.048765199
109321,0.233151026
109328,0.168895244
109336,0.075556062
109342,0.04800313
109346,0.025564055
109347,0.069004369
109348,0.131238698
109362,0.0999387
109363,0.027505317
109367,0.042006292
109370,0.020546753
109393,0.103638389
109405,0.043708474
109413,0.087625695
109414,0.310703843
109421,0.035128792
109427,0.149582577
109428,0.034937797
109429,0.166358824
109437,0.024970608
109443,0.026770982
109461,0.071722171
109468,0.120673644
109469,0.032733252
109471,0.147918775
109479,0.049765543
109484,0.021905716
109501,0.09323113
109505,0.054212773
109535,0.074547688
109539,0.02934474
109544,0.115704532
109545,0.024556081
109551,0.105297205
109553,0.03767776
109555,0.037923018
109561,0.06395131
109580,0.023906855
109583,0.21795117
109593,0.143570283
109604,0.094004453
109620,0.062225395
109635,0.028329807
109637,0.272188697
109638,0.088960597
109642,0.068926101
109649,0.043170603
109652,0.058073228
109656,0.029772718
109663,0.058403293
109696,0.246189346
109700,0.162708392
109709,0.08909224
109735,0.038944368
109740,0.035855535
109741,0.167733603
109749,0.121864304
109764,0.028944719
109771,0.151125063
109772,0.026515902
109773,0.203202626
109798,0.092597553
109802,0.139503247
109804,0.044061044
109813,0.051629642
109818,0.082333484
109848,0.052620869
109850,0.036311827
109851,0.036756273
109855,0.034775729
109871,0.283340243
109877,0.094852341
109883,0.031134617
109886,0.020306223
109905,0.081990045
109936,0.185170696
109950,0.108868725
109958,0.060849865
109959,0.11491924
109969,0.032981638
109971,0.026496969
109984,0.022288832
109985,0.253802905
109988,0.051147879
109992,0.066625417
110005,0.090716108
110009,0.079043516
110011,0.224333057
110014,0.065506029
110026,0.029200205
110042,0.046742177
110058,0.021454022
110069,0.086721622
110080,0.029252752
110087,0.059570126
110091,0.03872223
110094,0.049580207
110098,0.155529624
110105,0.09247122
110117,0.048962805
110136,0.102279767
110138,0.262513691
110149,0.145290989
110164,0.128015818
110202,0.122416544
110212,0.023507427
110226,0.019814088
110236,0.040749158
110249,0.024571027
110257,0.052794303
110258,0.025731098
110277,0.023340853
110282,0.094370474
110284,0.039220335
110286,0.061623371
110289,0.032619446
110304,0.029414712
110319,0.065548472
110324,0.10270096
110326,0.043343928
110335,0.055489569
110337,0.092168266
110338,0.046082975
110343,0.035565425
110345,0.035546656
110347,0.107905643
110355,0.029149015
110359,0.046590655
110360,0.098030935
110364,0.095342449
110371,0.102173311
110372,0.048481289
110376,0.119545797
110379,0.164121707
110380,0.06563393
110393,0.076885383
110401,0.262548084
110406,0.028061097
110411,0.05940939
110416,0.035104089
110420,0.032640596
110443,0.046883543
110465,0.036941247
110468,0.068431576
110469,0.111185156
110471,0.212018444
110487,0.215079111
110491,0.079780659
110504,0.06350029
110547,0.047159058
110550,0.022472223
110559,0.166557123
110578,0.13637255
110582,0.077100802
110590,0.061823921
110598,0.076167711
110601,0.211422649
110602,0.029641349
110604,0.084628153
110625,0.227273662
110626,0.130019634
110636,0.132985908
110637,0.108304912
110638,0.115489003
110646,0.056247744
110648,0.040541408
110652,0.041994627
110681,0.048149462
110682,0.079713124
110687,0.14814273
110691,0.031849033
110694,0.044451657
110695,0.02880094
110696,0.101568916
110708,0.041488462
110710,0.044669819
110717,0.061367766
110730,0.057303374
110740,0.06011856
110742,0.043954768
110747,0.046747213
110761,0.051041485
110766,0.043908466
110769,0.038542772
110774,0.062978921
110803,0.039836993
110805,0.052466395
110809,0.245904163
110827,0.080203658
110832,0.042664703
110839,0.072100993
110859,0.142427737
110861,0.034334601
110863,0.199748042
110865,0.109831732
110881,0.105152184
110889,0.037307017
110891,0.027341276
110894,0.022770825
110895,0.088397757
110907,0.217473145
110914,0.07753994
110933,0.020643746
110934,0.020276109
110937,0.03195662
110953,0.03505077
110954,0.108063815
110958,0.225060642
110970,0.048096836
110974,0.077460071
110977,0.148097251
110989,0.035066424
110993,0.302031777
110994,0.183750449
111018,0.018874959
111019,0.045761807
111030,0.065240536
111032,0.040919981
111041,0.034216775
111045,0.039731682
111048,0.037575681
111052,0.061119457
111070,0.194093349
111084,0.116930193
111091,0.047163332
111104,0.031521198
111108,0.038635389
